id,fare_amount,distance,fuel_consumption_categories
108,7,2827.106275678656,HIGH FUEL CONSUMPTION
137,6,1759.6469874998256,NORMAL FUEL CONSUMPTION
16,38,12394.304671026408,NORMAL FUEL CONSUMPTION
2,11,3068.274998927142,NORMAL FUEL CONSUMPTION
2,6,2100.745457359476,HIGH FUEL CONSUMPTION
2,17,3277.0196174151415,LESS FUEL CONSUMPTION
218,7,1136.7191356939884,LESS FUEL CONSUMPTION
4,5,1302.3880893846094,NORMAL FUEL CONSUMPTION
108,6,1301.157462388747,LESS FUEL CONSUMPTION
185,3,292.9531409838553,LESS FUEL CONSUMPTION
5,12,3743.841006934813,NORMAL FUEL CONSUMPTION
111,38,9419.028231882387,LESS FUEL CONSUMPTION
63,6,891.3650561336041,LESS FUEL CONSUMPTION
4,6,1994.186371506451,NORMAL FUEL CONSUMPTION
27,14,5795.45883752927,HIGH FUEL CONSUMPTION
12,2,0.0,LESS FUEL CONSUMPTION
186,4,875.8119037311113,LESS FUEL CONSUMPTION
1,13,6567.45715463137,HIGH FUEL CONSUMPTION
232,6,1706.9862641998673,NORMAL FUEL CONSUMPTION
144,6,1297.0311894169884,LESS FUEL CONSUMPTION
1,12,4125.912084367533,NORMAL FUEL CONSUMPTION
69,21,5736.124183181559,NORMAL FUEL CONSUMPTION
208,49,0.2791860993120473,LESS FUEL CONSUMPTION
2,38,18960.53061266278,HIGH FUEL CONSUMPTION
