id,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,distance,passenger_count
2,16,2015-04-30 14:07:57 UTC,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1986.1231495594968,1
1,4,2010-07-12 09:44:33 UTC,-73.983249,40.734655,-73.991278,40.738918,827.0828328101895,1
2,9,2012-01-08 19:03:15 UTC,-73.962981,40.766443,-73.98893,40.731434,4462.84154775259,1
2,7,2012-04-24 13:00:36 UTC,-73.97935,40.784608,-73.963933,40.808145,2919.7111333877588,1
1,19,2014-05-09 09:42:16 UTC,-73.968675,40.799103,-73.935898,40.849863,6278.546486148058,2
1,16,2009-07-31 13:53:52 UTC,-73.990057,40.756307,-73.949604,40.834464,9326.647202486178,1
53,10,2012-11-18 12:17:00 UTC,-74.002198,40.739608,-73.987342,40.720295,2484.892626058496,2
186,8,2011-06-15 18:07:00 UTC,-73.99633,40.753225,-73.978895,40.766963,2120.099309113276,3
5,7,2012-08-25 01:53:42 UTC,-73.995892,40.746454,-73.995892,40.746454,0.0,1
112,5,2012-09-06 13:41:00 UTC,-74.005583,40.740728,-74.003423,40.748705,904.4277814143946,1
153,10,2009-05-13 18:17:00 UTC,-73.964958,40.775261,-73.949661,40.809689,4035.3254248811363,1
98,5,2010-01-17 22:07:00 UTC,-73.967598,40.756242,-73.953277,40.76833,1806.6961061654001,1
1,18,2009-12-06 11:58:29 UTC,-74.008134,40.748631,-73.952349,40.780512,5892.335425438713,2
17,10,2010-06-30 06:15:00 UTC,-73.95394,40.781298,-73.994423,40.75014,4863.679301617457,5
205,8,2011-04-04 18:56:00 UTC,-73.939093,40.805102,-73.956073,40.771995,3945.988699693576,5
72,13,2014-03-03 23:30:00 UTC,-73.981627,40.78042,-74.008465,40.734012,5629.862667990252,2
2,5,2014-05-19 20:59:26 UTC,-74.00269,40.739438,-73.994579,40.75057,1413.3182908713993,2
3,5,2011-12-07 19:40:21 UTC,-73.958749,40.781019,-73.945876,40.778165,1131.9472428823838,1
1,7,2012-06-17 02:05:53 UTC,-73.98779,40.721226,-73.992425,40.735723,1656.807345675853,1
162,9,2013-01-01 14:26:00 UTC,-73.969465,40.79798,-73.982315,40.776767,2593.3926642661386,1
173,16,2011-10-08 00:24:00 UTC,-73.988568,40.732097,-73.957498,40.742657,2874.5074825068195,1
3,4,2012-07-30 16:19:08 UTC,-73.966597,40.794345,-73.965682,40.803808,1053.6995069366421,2
2,5,2012-09-09 10:24:15 UTC,-73.999432,40.749066,-73.995077,40.738264,1254.6780923407366,1
37,57,2013-06-14 17:37:00 UTC,-73.781127,40.645007,-73.981802,40.762515,21398.40129527573,1
5,8,2014-02-28 22:45:07 UTC,-73.956606,40.771111,-73.977111,40.776811,1843.1706260128915,3
1,9,2014-06-10 14:18:29 UTC,-73.981932,40.777668,-73.960058,40.809688,4006.485972808129,1
2,7,2015-03-29 13:31:25 UTC,-73.9531021118164,40.788700103759766,-73.95677947998047,40.805904388427734,1935.5770941089254,1
75,6,2009-12-14 12:33:00 UTC,-73.982432,40.745747,-73.982432,40.745747,0.0,1
103,7,2013-09-21 02:54:00 UTC,-73.991995,40.74499,-73.986237,40.729637,1772.9495546589226,2
64,8,2009-08-31 10:25:00 UTC,-73.988988,40.777013,-73.997445,40.760155,2003.613603834842,1
7,6,2011-01-18 23:48:00 UTC,-74.006642,40.738927,-74.010828,40.717907,2360.878028708594,3
1,5,2012-06-26 13:08:14 UTC,-73.966612,40.759278,-73.975773,40.755462,882.0457936813716,1
187,14,2010-01-21 08:39:00 UTC,-73.987365,40.738572,-73.977218,40.775352,4173.299705534689,1
117,5,2011-07-21 15:43:00 UTC,-73.989807,40.74123,-73.993917,40.726492,1673.055788931028,1
2,7,2013-11-06 11:26:54 UTC,-73.95906,40.781061,-73.96206,40.768604,1406.3369108233392,1
56,12,2014-02-09 02:17:00 UTC,-73.985652,40.72212,-73.970955,40.751952,3537.7768312334233,1
2,11,2015-04-18 08:29:08 UTC,-73.95511627197266,40.76898956298828,-73.98423767089844,40.74843978881836,3354.788654160699,1
4,12,2010-03-27 22:20:51 UTC,-73.870936,40.773703,-73.914269,40.753681,4281.425434173777,1
2,26,2010-06-15 13:31:08 UTC,-73.958063,40.760414,-73.861443,40.768181,8203.500008144538,1
128,4,2010-09-13 09:37:00 UTC,-73.98674,40.755362,-73.995713,40.764137,1234.3603567737912,1
7,10,2011-04-04 20:59:01 UTC,-73.984556,40.742882,-73.959081,40.763551,3145.8632787643583,1
1,7,2011-05-08 10:43:27 UTC,-73.981019,40.781874,-73.981997,40.756597,2808.2111322492287,1
7,25,2014-07-11 05:07:00 UTC,-73.95166,40.772657,-74.010583,40.721405,7560.263031672355,2
3,19,2014-08-21 10:21:17 UTC,-73.97402,40.762828,-73.940839,40.726467,4915.0679416760695,1
2,14,2013-10-31 11:49:16 UTC,-73.988594,40.753364,-73.989319,40.723218,3348.2387818998573,1
2,5,2013-11-15 01:51:35 UTC,-73.987888,40.721048,-73.983132,40.731187,1195.4674464229613,1
1,43,2015-05-10 22:41:10 UTC,-73.98020935058594,40.78373336791992,-74.01134490966797,40.64415740966797,15721.379793740605,1
2,8,2015-06-20 09:50:28 UTC,-74.01072692871094,40.71009063720703,-73.99810028076172,40.722900390625,1778.1329858999366,1
3,8,2009-03-13 17:43:18 UTC,-73.977984,40.754546,-73.958947,40.779093,3164.5137808648183,4
213,3,2011-01-27 21:30:00 UTC,-73.970892,40.755915,-73.966747,40.760517,619.4181102473362,1
1,20,2011-11-24 01:58:25 UTC,-73.965723,40.758641,-73.937824,40.855636,11025.562553380652,1
12,34,2015-06-02 23:16:15 UTC,-73.97489929199219,40.751094818115234,-73.9085464477539,40.88187789916992,15565.04338464535,0
1,52,2015-03-19 12:38:17 UTC,-73.87305450439453,40.774085998535156,-73.98272705078125,40.7714958190918,9263.399968145723,1
205,6,2009-07-16 22:38:00 UTC,-73.978945,40.76707,-73.977897,40.783568,1834.2306993305262,1
188,8,2013-06-22 13:48:00 UTC,-73.976877,40.759192,-73.991685,40.74981,1627.6338524658088,1
1,20,2014-03-10 19:50:51 UTC,-73.893177,40.790756,-73.892578,40.788483,257.4295706241048,1
4,10,2010-05-28 08:18:34 UTC,-73.985881,40.7383,-73.96499,40.775237,4465.0937589318655,1
3,26,2012-03-10 22:53:25 UTC,-73.776747,40.645265,-73.813803,40.709035,7743.5584391164475,1
2,8,2015-06-01 21:41:06 UTC,-73.96178436279297,40.759578704833984,-73.97894287109375,40.772605895996094,2047.3485848987325,4
1,10,2009-01-26 00:44:42 UTC,-73.994279,40.690409,-74.016739,40.709063,2809.6864147631136,1
2,4,2010-09-21 07:06:31 UTC,-73.965372,40.759256,-73.97487,40.752373,1107.9396249696488,1
1,9,2011-03-09 22:21:25 UTC,-73.977829,40.788979,-73.967935,40.760508,3270.161587813805,1
5,20,2011-12-05 08:38:34 UTC,-73.968619,40.766432,-74.008559,40.704591,7651.338495618228,1
5,9,2012-01-06 10:57:10 UTC,-73.982229,40.731822,-73.980239,40.760162,3151.6133346738047,1
7,18,2014-05-25 21:09:00 UTC,-74.005385,40.707002,-73.992793,40.750742,4972.3882838241125,1
2,5,2014-04-27 21:56:45 UTC,-73.982751,40.762738,-73.978354,40.764564,423.02798835237013,2
2,34,2009-08-03 08:19:45 UTC,-73.863506,40.769985,-73.97582,40.765446,9496.042304264805,1
2,23,2012-11-08 20:07:35 UTC,-73.992028,40.75497,-73.912663,40.780157,7261.116980638814,1
4,4,2009-12-11 15:57:17 UTC,-73.980909,40.774585,-73.98136,40.779419,538.1621876161005,3
32,8,2013-12-07 13:25:00 UTC,-73.985217,40.742177,-73.99998,40.726917,2104.004920742053,1
225,26,2010-02-27 20:13:00 UTC,-73.977765,40.766177,-73.977982,40.766937,86.36333831858111,5
148,5,2014-12-24 11:23:00 UTC,-74.004822,40.741812,-74.007312,40.733577,938.3621014106598,2
5,6,2009-03-23 20:24:00 UTC,-73.98795,40.757852,-73.988227,40.749963,876.3790158712908,1
12,4,2010-03-23 17:43:00 UTC,-73.970442,40.764695,-73.961907,40.765392,724.7825599293914,4
79,5,2010-01-26 14:55:00 UTC,-73.993085,40.752002,-73.980337,40.76483,1785.5205287761196,1
34,8,2011-07-05 14:23:00 UTC,-73.99097,40.742158,-73.977728,40.72673,2046.0884019791545,1
2,20,2013-04-01 00:04:15 UTC,-73.994718,40.750306,-73.950511,40.728566,4446.450937280159,1
224,4,2013-06-28 20:24:00 UTC,-73.955282,40.768865,-73.949683,40.776472,968.0095239325506,1
1,7,2014-05-12 12:11:28 UTC,-74.002792,40.760515,-74.004415,40.741973,2063.6292810684645,1
3,7,2009-07-11 12:20:03 UTC,-73.987145,40.722568,-74.005402,40.739583,2439.0206674198766,1
191,7,2009-10-16 10:32:00 UTC,-73.990575,40.746117,-74.003227,40.751447,1221.4944229587204,1
1,33,2010-06-09 14:53:47 UTC,-73.862764,40.769064,-73.984033,40.752842,10397.015050366103,2
132,36,2011-05-04 13:44:00 UTC,-73.873068,40.774183,-73.978847,40.762062,9031.716754685696,5
48,5,2014-01-01 05:22:00 UTC,-73.99436,40.72039,-73.98577,40.72304,783.1452339989781,2
3,23,2014-06-25 17:43:16 UTC,-73.958585,40.775615,-74.00048,40.737611,5506.98835552646,1
39,6,2012-05-09 15:26:00 UTC,-73.97985,40.786315,-73.985068,40.774133,1422.7096287750549,1
156,11,2013-01-12 18:10:00 UTC,-73.956597,40.777432,-73.980035,40.763175,2534.2130737393263,1
124,6,2014-09-05 15:23:00 UTC,-73.96826,40.76514,-73.961115,40.774882,1238.6578966796983,6
8,11,2009-09-20 11:32:00 UTC,-73.975868,40.790142,-74.006695,40.751278,5039.831502564469,5
125,8,2009-11-15 19:58:00 UTC,-73.990397,40.75103,-73.981137,40.764718,1709.371519778944,1
3,8,2010-03-28 22:32:44 UTC,-74.000763,40.729744,-73.974662,40.749159,3083.6376978924477,3
46,4,2011-02-19 22:25:00 UTC,-73.99784,40.68295,-73.980198,40.676842,1638.4590618854882,1
6,11,2013-01-31 19:38:05 UTC,-73.978836,40.764745,-73.984774,40.745978,2143.5357527611036,1
5,8,2013-06-18 10:27:05 UTC,-73.992108,40.764203,-73.973,40.762695,1622.0566643871828,1
2,8,2010-01-15 11:11:07 UTC,-73.978916,40.78712,-73.957307,40.783588,1865.6585173496117,1
45,6,2010-09-19 15:17:00 UTC,-73.996268,40.738123,-73.98238,40.73617,1192.9785140613546,1
268,6,2013-11-19 22:09:00 UTC,-73.971462,40.761332,-73.980797,40.768002,1081.6085056217073,1
5,5,2009-04-27 20:28:39 UTC,-73.988927,40.760223,-73.991474,40.750591,1091.0360687982654,1
1,6,2011-11-27 00:57:39 UTC,-73.980068,40.743103,-73.991181,40.750228,1227.574927334326,1
3,9,2012-11-10 00:30:53 UTC,-73.995776,40.748921,-73.968821,40.764391,2851.7191964891426,2
217,11,2013-12-18 09:15:00 UTC,-73.97941,40.766107,-74.003015,40.750522,2639.766547589145,1
3,17,2015-03-14 09:23:41 UTC,-74.01294708251953,40.70524215698242,-73.98070526123047,40.74221420288086,4927.139944864644,6
235,5,2009-07-30 14:44:00 UTC,-73.978002,40.778607,-73.970662,40.788625,1273.3858745958014,1
2,10,2013-06-11 16:27:57 UTC,-73.995883,40.743785,-73.990057,40.767137,2639.4764406887784,1
1,15,2014-12-08 01:00:16 UTC,-73.957675,40.717887,-73.942583,40.686397,3722.253454987766,1
1,6,2010-06-11 17:41:38 UTC,-73.977757,40.762991,-73.983801,40.779518,1904.9286703636303,1
3,18,2011-05-01 12:48:32 UTC,-73.986592,40.761807,-74.010659,40.704133,6719.556919238783,1
1,15,2015-05-21 09:23:05 UTC,-73.9941177368164,40.75117874145508,-73.97511291503906,40.7564582824707,1708.6445960647823,1
3,10,2012-02-03 01:55:19 UTC,-73.982334,40.722411,-73.964907,40.755644,3973.21707801267,1
61,21,2013-03-22 19:20:00 UTC,-73.955235,40.773077,-74.007955,40.71711,7645.475836619166,6
43,8,2014-10-04 20:10:00 UTC,-73.99413,40.76668,-73.98861,40.75705,1166.5633533695864,1
1,7,2012-08-12 16:22:52 UTC,-73.988883,40.73405,-73.992385,40.724842,1064.4733224935355,1
6,8,2014-09-16 15:12:19 UTC,-73.958118,40.773086,-73.946941,40.779994,1216.047569069563,1
54,6,2010-07-25 09:56:00 UTC,-73.970447,40.75779,-73.969687,40.769923,1348.8889647672868,5
75,14,2012-02-25 19:43:00 UTC,-73.981097,40.764483,-73.99185,40.722037,4800.282388827538,1
3,6,2013-12-30 15:16:17 UTC,-73.9742,40.762693,-73.979824,40.755547,924.8022864655235,1
2,8,2014-12-05 13:59:54 UTC,-73.958823,40.783588,-73.978697,40.777533,1807.3715809263213,1
2,8,2015-05-04 09:36:13 UTC,-73.98793029785156,40.72850036621094,-74.00728607177734,40.72747802734375,1639.1145542913196,1
106,5,2012-04-25 16:19:00 UTC,-73.971913,40.75925,-73.962905,40.77216,1622.9009782821067,1
6,10,2014-01-06 19:24:29 UTC,-73.978389,40.757757,-73.980442,40.733626,2685.3271152721077,1
8,5,2015-02-20 07:12:52 UTC,-73.97077941894531,40.75881576538086,-73.97015380859375,40.74894332885742,1097.5979294728666,1
1,8,2009-08-21 19:35:05 UTC,-73.960853,40.761557,-73.976335,40.748361,1963.8452604965885,1
7,8,2014-04-29 09:51:15 UTC,-73.99476,40.765585,-73.996026,40.758698,772.2310971110661,1
2,6,2010-11-26 16:01:01 UTC,-73.953316,40.767588,-73.971527,40.757499,1902.5449389076086,1
2,12,2010-12-26 11:50:32 UTC,-73.975224,40.765201,-73.998754,40.728,4584.265069309066,1
94,10,2014-02-01 21:06:00 UTC,-73.979022,40.777667,-73.992172,40.721555,6329.376143313194,5
155,8,2014-07-08 20:16:00 UTC,-74.005547,40.745687,-74.011247,40.728733,1943.3103997918138,6
97,4,2010-04-15 18:13:00 UTC,-73.954665,40.773395,-73.94686,40.776093,723.8258385576734,1
3,6,2012-09-26 13:14:47 UTC,-73.964483,40.764431,-73.956576,40.779852,1838.0017319035758,1
2,5,2014-01-10 08:16:07 UTC,-73.98214,40.772705,-73.988691,40.774325,581.5759333681625,1
6,12,2014-03-12 18:12:44 UTC,-73.844904,40.736318,-73.844904,40.736318,0.0,1
5,13,2013-03-02 15:47:27 UTC,-73.98265,40.753748,-74.00793,40.741922,2506.5893533956023,1
6,33,2015-03-11 14:48:58 UTC,-73.97330474853516,40.756385803222656,-73.87244415283203,40.77430725097656,8745.406470333837,1
1,25,2009-09-02 05:18:10 UTC,-73.991729,40.760501,-73.861246,40.767619,11045.584245063954,1
4,13,2010-05-21 08:35:00 UTC,-73.992128,40.739535,-73.95814,40.768797,4335.590476557989,3
1,10,2011-10-16 22:37:25 UTC,-73.997265,40.719963,-73.994268,40.754212,3811.727096653302,1
8,5,2012-03-07 11:26:12 UTC,-73.953871,40.766331,-73.962465,40.774757,1184.0508662130044,1
9,9,2013-08-24 17:07:00 UTC,-73.993372,40.736177,-73.978277,40.75786,2724.544910660148,2
7,22,2014-02-06 11:17:00 UTC,-73.98071,40.782635,-74.00204,40.719425,7246.860609730685,1
89,7,2014-02-06 11:17:00 UTC,-73.954463,40.769887,-73.961627,40.77936,1213.433331859594,1
4,14,2011-04-20 18:51:56 UTC,-73.992131,40.724066,-73.98057,40.762877,4419.148038531187,1
148,9,2012-05-03 21:28:00 UTC,-73.972108,40.759308,-73.999263,40.761322,2303.829002176822,1
1,4,2014-02-22 18:41:34 UTC,-73.990366,40.757343,-73.985373,40.760604,555.7852929901891,1
65,5,2014-10-03 16:31:00 UTC,-73.99223,40.725887,-73.993782,40.735277,1050.9573336915585,1
71,9,2009-05-18 12:30:00 UTC,-73.975782,40.74727,-73.96611,40.762933,1921.5830746495365,1
52,7,2010-06-26 09:59:00 UTC,-73.999627,40.743547,-73.98927,40.756862,1717.9521763826524,2
1,4,2013-06-20 12:36:08 UTC,-73.988446,40.770843,-73.985985,40.777708,790.1583317239763,1
59,13,2013-09-12 11:32:00 UTC,-73.98206,40.772705,-73.956213,40.771777,2184.5427606276494,1
115,5,2010-04-10 16:56:00 UTC,-73.966422,40.767587,-73.973363,40.75827,1189.1052564328718,2
4,8,2014-11-15 13:12:56 UTC,-74.005382,40.749044,-73.99412,40.761185,1649.9177135212226,1
4,20,2015-05-20 20:29:35 UTC,-74.0115966796875,40.70290756225586,-73.97222900390625,40.763145446777344,7470.373208641661,2
7,9,2011-10-16 11:37:46 UTC,-73.9927,40.7372,-73.9683,40.7624,3475.2686938689667,1
2,8,2011-10-21 08:18:49 UTC,-73.990387,40.73118,-74.0021,40.70805,2752.6067939376358,2
74,8,2012-03-24 22:13:00 UTC,-73.990138,40.740232,-73.99523,40.718407,2461.515721035006,1
83,5,2013-12-09 09:16:00 UTC,-73.980617,40.74487,-73.98711,40.749577,757.584765610971,5
31,5,2009-01-16 05:58:00 UTC,-73.99201,40.755538,-73.99796,40.755995,505.0041263040033,5
112,5,2010-04-21 13:39:00 UTC,-73.988323,40.722913,-74.002315,40.729572,1394.319004192882,1
121,6,2011-07-01 08:24:00 UTC,-73.982628,40.771032,-73.984127,40.748062,2553.940113931155,2
3,8,2014-10-21 07:04:06 UTC,-73.948403,40.78258,-73.968905,40.787675,1820.675501993554,1
3,6,2012-07-02 08:43:33 UTC,-73.975256,40.756147,-73.960543,40.775509,2483.2002628849414,1
75,29,2012-09-15 02:17:00 UTC,-74.00324,40.733577,-73.94855,40.723342,4757.933721893977,1
131,21,2014-01-29 22:41:00 UTC,-73.978553,40.766717,-74.016195,40.711052,6951.293327213791,6
1,14,2009-01-02 10:13:46 UTC,-73.947043,40.780107,-73.989034,40.751587,4754.000258040498,2
121,32,2009-09-12 10:56:00 UTC,-73.982762,40.769003,-73.87262,40.774533,9318.964840210409,1
4,6,2011-05-17 07:53:19 UTC,-73.978292,40.782962,-73.961085,40.806684,3008.0800205606047,1
1,13,2013-11-07 10:19:35 UTC,-73.985802,40.777477,-73.987414,40.754369,2569.736096296813,1
4,15,2014-07-11 12:24:43 UTC,-73.9942,40.751005,-73.97559,40.759188,1815.3490360652972,1
1,4,2010-02-03 14:33:29 UTC,-73.968848,40.759129,-73.976118,40.765747,957.5647205436361,1
79,8,2010-11-11 21:18:00 UTC,-73.981872,40.760252,-74.002232,40.740567,2781.1990552103116,5
1,8,2012-04-05 20:19:03 UTC,-73.993127,40.736777,-74.010699,40.720116,2372.095536842354,1
1,6,2013-04-30 16:25:36 UTC,-73.986575,40.75505,-73.980971,40.765857,1290.030187113309,1
42,57,2014-05-12 23:31:00 UTC,-73.79025,40.643705,-74.00227,40.734542,20565.6662538613,1
187,8,2014-05-20 13:15:00 UTC,-73.974292,40.793455,-73.978205,40.778272,1718.1138510335138,1
14,8,2009-11-28 17:12:00 UTC,-73.959937,40.780397,-73.974948,40.798193,2347.4966337893434,1
2,8,2010-01-31 15:21:08 UTC,-73.976061,40.75818,-73.948436,40.78255,3572.599696602306,1
182,10,2010-08-06 09:29:00 UTC,-73.96501,40.769925,-73.968125,40.778048,939.6060236264989,5
164,10,2010-09-08 15:14:00 UTC,-74.010347,40.720153,-73.99492,40.769032,5582.155589823703,2
6,49,2011-11-15 13:07:50 UTC,-73.983851,40.761851,-73.783129,40.643785,21439.575095964956,3
4,5,2015-02-01 17:24:59 UTC,-73.98371124267578,40.74961853027344,-73.99261474609375,40.74286651611328,1061.9114099706856,1
5,6,2015-02-16 17:12:44 UTC,-73.9576187133789,40.76677322387695,-73.95582580566406,40.77876663208008,1340.4356881617787,1
182,13,2010-02-26 23:56:00 UTC,-73.99771,40.756485,-73.987518,40.721337,3996.9563596868547,1
9,7,2015-04-09 07:20:46 UTC,-73.97834777832031,40.76491165161133,-73.98352813720703,40.76810836791992,563.3168584705675,1
3,10,2012-03-28 13:09:20 UTC,-73.999733,40.73322,-73.985659,40.759156,3115.806314009051,2
64,56,2012-12-21 13:10:00 UTC,-73.978817,40.761517,-73.789255,40.642677,20756.04693836831,1
173,14,2013-12-04 18:13:00 UTC,-73.984045,40.748432,-74.009758,40.722695,3589.717111684093,1
17,11,2010-11-25 22:54:00 UTC,-74.005448,40.725823,-74.005942,40.725048,95.648180563027,2
4,6,2011-01-14 17:22:12 UTC,-73.970799,40.751642,-73.980333,40.748303,886.4442940543248,1
194,5,2011-06-02 14:04:00 UTC,-73.99171,40.731902,-73.97907,40.745213,1823.427535282797,1
5,13,2013-05-02 01:22:00 UTC,-73.961407,40.716362,-73.994242,40.694847,3661.692567643875,1
41,22,2014-07-03 01:34:00 UTC,-73.968087,40.75514,-73.952622,40.823312,7682.192585473793,5
3,18,2011-11-10 00:09:07 UTC,-73.980992,40.744531,-73.948478,40.778086,4628.424895921408,1
5,14,2012-06-17 18:08:12 UTC,-73.957312,40.776963,-73.990408,40.751271,3993.6159160309203,2
3,4,2010-01-09 21:28:55 UTC,-73.952804,40.782491,-73.961038,40.774978,1085.919031596305,2
3,24,2014-07-20 11:49:33 UTC,-73.874483,40.774095,-73.967098,40.711603,10456.993918954642,1
3,25,2010-01-16 13:58:13 UTC,-73.979952,40.726656,-73.951914,40.813041,9880.753158424663,1
4,3,2011-08-30 10:09:03 UTC,-73.998082,40.741128,-73.993909,40.739392,401.7463420851347,1
1,8,2012-03-26 05:47:15 UTC,-73.954353,40.779059,-73.985525,40.755313,3725.6398093323214,1
3,5,2010-07-31 22:00:38 UTC,-74.003192,40.732796,-73.999881,40.719227,1532.5621915356369,1
195,4,2011-06-12 01:48:00 UTC,-73.982442,40.742135,-73.992495,40.738278,951.0334737573058,1
46,3,2009-01-11 22:50:00 UTC,-73.987127,40.733377,-73.981355,40.74125,1001.0418334503852,2
5,8,2011-07-26 11:56:41 UTC,-73.976809,40.775044,-73.967976,40.762807,1550.0945668549937,1
183,16,2010-08-03 14:58:00 UTC,-74.00461,40.716322,-74.003732,40.658428,6429.433777124805,2
2,12,2011-05-22 00:30:32 UTC,-73.979746,40.781009,-73.980523,40.738272,4746.365922060268,1
2,8,2011-08-20 13:40:33 UTC,-73.989393,40.726381,-73.997417,40.714365,1496.7043935323397,2
175,9,2013-03-14 11:13:00 UTC,-73.957788,40.781995,-73.96262,40.764742,1958.8833472829917,1
46,23,2014-09-02 00:02:00 UTC,-73.944145,40.702737,-73.913985,40.77846,8786.351922679965,2
2,11,2009-03-28 20:05:13 UTC,-73.95822,40.768717,-73.989314,40.739968,4133.661203943907,1
2,6,2011-10-10 18:31:34 UTC,-73.984847,40.761632,-73.965846,40.754548,1786.9585206690801,2
127,28,2014-07-13 11:15:00 UTC,-73.87093,40.773787,-73.966003,40.755425,8282.307516383984,1
175,10,2014-07-23 08:42:00 UTC,-73.99276,40.751162,-73.98098,40.752827,1011.8547236193214,1
17,10,2009-04-03 11:58:00 UTC,-73.987997,40.737872,-73.988583,40.757525,2183.007742808306,1
35,7,2011-04-30 04:15:00 UTC,-73.982377,40.739743,-73.959688,40.758598,2838.2740681359683,5
4,8,2014-03-26 22:46:23 UTC,-73.976248,40.760885,-73.991236,40.750376,1721.5782158679376,1
157,6,2009-07-16 18:04:00 UTC,-73.953432,40.766765,-73.968447,40.7649,1284.5559274512339,1
131,20,2012-09-13 11:31:00 UTC,-73.98646,40.751527,-73.953732,40.787725,4877.856790611267,1
61,9,2013-11-19 10:38:00 UTC,-74.003197,40.744075,-74.00067,40.726062,2011.678937887222,1
1,7,2014-02-14 05:55:36 UTC,-73.95893,40.763626,-73.973753,40.759813,1321.301381269944,1
136,8,2011-07-13 07:32:00 UTC,-73.98732,40.738957,-74.004458,40.707322,3799.711291732372,1
1,7,2014-05-30 21:44:34 UTC,-73.964127,40.792641,-73.979984,40.782037,1782.6997926683753,2
3,11,2015-06-22 19:04:41 UTC,-73.95744323730469,40.76170349121094,-73.97323608398438,40.787078857421875,3117.411964803334,1
108,7,2010-04-29 08:27:00 UTC,-73.998418,40.735472,-74.01432,40.713072,2827.106275678656,1
137,6,2011-12-14 20:47:00 UTC,-73.978192,40.745775,-73.975422,40.73007,1759.6469874998256,2
16,38,2012-09-02 23:09:00 UTC,-73.977473,40.746538,-73.851405,40.689473,12394.304671026408,2
2,11,2015-05-28 11:56:51 UTC,-73.9819564819336,40.767921447753906,-73.97608947753906,40.795188903808594,3068.274998927142,2
2,6,2012-09-24 23:07:15 UTC,-73.980914,40.779513,-73.970524,40.796703,2100.745457359476,1
2,17,2013-05-02 18:59:25 UTC,-74.016361,40.712852,-73.984364,40.729531,3277.0196174151415,1
218,7,2014-08-15 21:24:00 UTC,-73.988477,40.739202,-74.001812,40.740582,1136.7191356939884,1
4,5,2015-05-16 11:33:57 UTC,-73.97361755371094,40.78464126586914,-73.97045135498047,40.796119689941406,1302.3880893846094,1
108,6,2011-03-20 17:25:00 UTC,-73.979605,40.752025,-73.993742,40.756685,1301.157462388747,1
185,3,2013-02-15 12:13:00 UTC,-73.994313,40.735362,-73.997212,40.73681,292.9531409838553,1
5,12,2014-03-03 19:03:42 UTC,-73.998881,40.734511,-73.971341,40.760929,3743.841006934813,1
111,38,2012-11-30 11:02:00 UTC,-73.97462,40.756922,-73.864002,40.767872,9419.028231882387,1
63,6,2013-03-10 04:12:00 UTC,-74.000405,40.71857,-74.00004,40.726592,891.3650561336041,1
4,6,2014-06-18 07:38:20 UTC,-73.980695,40.742047,-73.97293,40.759006,1994.186371506451,1
27,14,2014-08-01 01:59:00 UTC,-73.977567,40.778957,-73.991272,40.72782,5795.45883752927,1
12,2,2010-01-19 01:10:00 UTC,-73.99872,40.624708,-73.99872,40.624708,0.0,1
186,4,2009-04-10 17:32:00 UTC,-73.993962,40.735152,-74.00358,40.732207,875.8119037311113,1
1,13,2010-08-21 14:22:57 UTC,-74.005752,40.717735,-73.962639,40.766952,6567.45715463137,2
232,6,2012-12-08 23:27:00 UTC,-74.003502,40.738745,-73.993317,40.752022,1706.9862641998673,3
144,6,2013-01-16 16:40:00 UTC,-73.987437,40.738262,-73.975865,40.74594,1297.0311894169884,1
1,12,2013-03-25 11:32:32 UTC,-74.006545,40.716519,-73.993427,40.752308,4125.912084367533,1
69,21,2014-05-09 12:55:00 UTC,-73.965747,40.77121,-74.005188,40.729157,5736.124183181559,1
208,49,2010-10-23 18:39:00 UTC,-73.782215,40.644272,-73.782217,40.64427,0.2791860993120473,2
2,38,2010-11-13 04:38:00 UTC,-74.00761,40.725875,-73.867393,40.859275,18960.53061266278,1
